#字頭	聲母	韻母	陰陽	四聲	小韻	釋義
季	古	威	陰	去	貴	晚也末也又一年四季
桂	古	威	陰	去	貴	桂花
癸	古	威	陰	去	貴	干名
帝	端	威	陰	去	帝	三王五帝君王之美稱也
蒂	端	威	陰	去	帝	根蒂並蒂
禘	端	威	陰	去	帝	祭名王者五年一舉
諦	端	威	陰	去	帝	審也
蝃	端	威	陰	去	帝	蝃蝀虹也
制	照	威	陰	去	制	節也禁也
製	照	威	陰	去	制	造也作也
掣	照	威	陰	去	制	掣肘滯隔不進也
晣	照	威	陰	去	制	小星明也又音昔
愧	困	威	陰	去	愧	慚愧
媿	困	威	陰	去	愧	同上【愧】（慚愧）
契	溪	威	陰	去	契	合也又音竊
位	云	威	陽	去	位	列也職也
譓	云	威	陽	去	位	多謀智也辨察也
惠	云	威	陽	去	位	思也順也慈也賜予也
蕙	云	威	陽	去	位	似蘭而香
恚	云	威	陽	去	位	忿恨
慧	云	威	陽	去	位	聰敏
衛	云	威	陽	去	位	捍也防也又國名又姓
胃	云	威	陽	去	位	脾胃又宿名
謂	云	威	陽	去	位	告也言也
蝟	云	威	陽	去	位	蝟蛄小而有尾
嘒	云	威	陽	去	位	微也詩嘒彼小星又音畏
篲	云	威	陽	去	位	竹掃帚
彗	云	威	陽	去	位	妖星連上俱又音遂
逝	審	威	陽	去	逝	往也去也
誓	審	威	陽	去	逝	盟誓又誓命
筮	審	威	陽	去	逝	卜筮
噬	審	威	陽	去	逝	齧也
藝	我	威	陽	去	藝	才能也又樹藝
蓻	我	威	陽	去	藝	種植
秇	我	威	陽	去	藝	文籍
羿	我	威	陽	去	藝	古之善射者
毅	我	威	陽	去	藝	強忍也
僞	我	威	陽	去	藝	詐也又假也
譌	我	威	陽	去	藝	詐也又音訛
詣	我	威	陽	去	藝	造也至也
魏	我	威	陽	去	藝	國名
饋	古	威	陽	去	饋	進食也
餽	古	威	陽	去	饋	迭也
蕢	古	威	陽	去	饋	竹器
匱	古	威	陽	去	饋	乏也又匣也
櫃	古	威	陽	去	饋	書櫃
跪	古	威	陽	去	饋	拜跪
跽	古	威	陽	去	饋	同上【跪】（拜跪）
蹶	古	威	陽	去	饋	行急遽也
厲	來	威	陽	去	厲	嚴厲猛也危也病也
勵	來	威	陽	去	厲	勉勵
礪	來	威	陽	去	厲	磨礪砥礪
糲	來	威	陽	去	厲	麤米
癘	來	威	陽	去	厲	疫疾
濿	來	威	陽	去	厲	以衣渡水即詩云深則厲之義也
麗	來	威	陽	去	厲	緌也謂帶以束身也又音离
儷	來	威	陽	去	厲	伉儷即匹偶
隷	來	威	陽	去	厲	皂卒也又附屬
荔	來	威	陽	去	厲	荔枝
例	來	威	陽	去	厲	法則也
栵	來	威	陽	去	厲	木成行者
禲	來	威	陽	去	厲	無後之鬼也
酈	來	威	陽	去	厲	姓
犡	來	威	陽	去	厲	牛白脊也
敝	幫	威	陽	去	敝	壞也
弊	幫	威	陽	去	敝	惡也奸也
幣	幫	威	陽	去	敝	帛也又錢也
斃	幫	威	陽	去	敝	死也
陛	幫	威	陽	去	敝	升堂之階級稱皇帝曰陛下
狴	幫	威	陽	去	敝	犴狴牢獄也
稗	幫	威	陽	去	敝	草似木者
弟	端	威	陽	去	弟	兄弟又善事兄長曰弟
第	端	威	陽	去	弟	第宅又次第
苐	端	威	陽	去	弟	但也
逓	端	威	陽	去	弟	迢逓更也傳也遠也
遞	端	威	陽	去	弟	同上【逓】（迢逓更也傳也遠也）
棣	端	威	陽	去	弟	花名
杕	端	威	陽	去	弟	特也孤特之意
滯	照	威	陽	去	滯	阻滯不通也
值	照	威	陽	去	滯	遇也當也又音直作價值
曳	以	威	陽	去	曳	牽引也
拽	以	威	陽	去	曳	拖也
泄	以	威	陽	去	曳	怠玩不理事
枻	以	威	陽	去	曳	楫也
係	曉	威	陽	去	係	戀也又聯也是也
系	曉	威	陽	去	係	世系緒也繼也
繫	曉	威	陽	去	係	因繫羈繫音計
偈	見	威	陽	去	偈	公滯切佛偈
揭	見	威	陽	去	偈	高舉也又褰衣涉水曰揭
袂	明	威	陽	去	袂	衣袙
謎	明	威	陽	去	袂	隱語也
吠	非	威	陽	去	吠	犬聲
幾	見	幾	陰	平	幾	微也又事之方動
畿	見	幾	陰	平	幾	玉者之都
機	見	幾	陰	平	幾	樞機又巧術也
饑	見	幾	陰	平	幾	餓也又穀不孰曰饑
譏	見	幾	陰	平	幾	譏誚毀謗也又譏察
磯	見	幾	陰	平	幾	石爲水激
蟣	見	幾	陰	平	幾	蟣蝨
璣	見	幾	陰	平	幾	珠璣玉名
箕	見	幾	陰	平	幾	竹器
萁	見	幾	陰	平	幾	豆枝
朞	見	幾	陰	平	幾	週年曰朞
期	見	幾	陰	平	幾	同上【朞】（週年曰朞）
基	見	幾	陰	平	幾	基業又木也
綦	見	幾	陰	平	幾	隆盛也又彌也
羈	見	幾	陰	平	幾	係也又馬絡首
覉	見	幾	陰	平	幾	旅寓也或作羈
𦠄	見	幾	陰	平	幾	膚體
肌	見	幾	陰	平	幾	同上【𦠄】（膚體）
姬	見	幾	陰	平	幾	周姓又美女
奇	見	幾	陰	平	幾	易奇偶奇
圻	見	幾	陰	平	幾	郊圻
詩	審	幾	陰	平	詩	吟咏也又詩禮
施	審	幾	陰	平	詩	設施又施捨
絁	審	幾	陰	平	詩	絲布
蓍	審	幾	陰	平	詩	蒿草可筮者
尸	審	幾	陰	平	詩	主也
屍	審	幾	陰	平	詩	在牀曰屍在棺曰柩
鳲	審	幾	陰	平	詩	鳲鳩俗讀作痴
希	曉	幾	陰	平	希	少也又希望
𢁫	曉	幾	陰	平	希	望也
稀	曉	幾	陰	平	希	踈也少也
晞	曉	幾	陰	平	希	乾也明也
睎	曉	幾	陰	平	希	望也視也
俙	曉	幾	陰	平	希	依俙彷彿
絺	曉	幾	陰	平	希	葛之精者
熹	曉	幾	陰	平	希	盛也
禧	曉	幾	陰	平	希	福也
僖	曉	幾	陰	平	希	樂也又魯僖公
嬉	曉	幾	陰	平	希	嬉獻又笑又和悅也
嘻	曉	幾	陰	平	希	嘻笑
譆	曉	幾	陰	平	希	痛而呼之也
羲	曉	幾	陰	平	希	伏羲皇帝
犧	曉	幾	陰	平	希	犧牲
熙	曉	幾	陰	平	希	光明也
欺	曉	幾	陰	平	希	欺詐誣也
僛	曉	幾	陰	平	希	傾倒之狀
欹	曉	幾	陰	平	希	傾斜也
欷	曉	幾	陰	平	希	欷歔嘆聲也
醯	曉	幾	陰	平	希	醋也
豨	曉	幾	陰	平	希	豕也
嚱	曉	幾	陰	平	希	吹嚱口聲
巘	曉	幾	陰	平	希	山相對而危險
非	非	幾	陰	平	非	不是也
扉	非	幾	陰	平	非	戶也
霏	非	幾	陰	平	非	雨雪之貌
騑	非	幾	陰	平	非	馬行不止
蜚	非	幾	陰	平	非	古飛字聲名顯播也
緋	非	幾	陰	平	非	終色也一曰赤練
裶	非	幾	陰	平	非	曳衣也又衣長貌
飛	非	幾	陰	平	非	飛鳥
妃	非	幾	陰	平	非	妃嬪
卑	幫	幾	陰	平	卑	卑賤也
碑	幫	幾	陰	平	卑	石碑
悲	幫	幾	陰	平	卑	哀也
陂	幫	幾	陰	平	卑	澤水急流
羆	幫	幾	陰	平	卑	熊羆祥獸
知	照	幾	陰	平	知	覺也識也明也
之	照	幾	陰	平	知	於也往也又語助詞
蜘	照	幾	陰	平	知	蜘蛛
芝	照	幾	陰	平	知	芝麻又芝蘭
支	照	幾	陰	平	知	持也分也又支离又支干又宗支
枝	照	幾	陰	平	知	枝幹
肢	照	幾	陰	平	知	四肢
脂	照	幾	陰	平	知	膏也又胭脂
巵	照	幾	陰	平	知	酒杯
梔	照	幾	陰	平	知	梔子核可染物
痴	穿	幾	陰	平	痴	痴呆
癡	穿	幾	陰	平	痴	同上愚也(痴呆）
鴟	穿	幾	陰	平	痴	鴟鴞惡鳥攫鳥子而食者
胝	穿	幾	陰	平	痴	皮厚也
笞	穿	幾	陰	平	痴	捶擊也
呞	穿	幾	陰	平	痴	口張開也
褫	穿	幾	陰	平	痴	奪也
媸	穿	幾	陰	平	痴	妍媸
蚩	穿	幾	陰	平	痴	無知貌
𠷣	穿	幾	陰	平	痴	笑也
衣	以	幾	陰	平	衣	衣服也
依	以	幾	陰	平	衣	依憑又據也又依稀
伊	以	幾	陰	平	衣	彼也又姓
吚	以	幾	陰	平	衣	強笑貌又吚唔又吚喔
猗	以	幾	陰	平	衣	美盛貌又嘆聲
漪	以	幾	陰	平	衣	水上文
噫	以	幾	陰	平	衣	心不平聲
醫	以	幾	陰	平	衣	治病者
鷖	以	幾	陰	平	衣	鳧鷖水鳥
𣲫	以	幾	陰	平	衣	水名
披	滂	幾	陰	平	披	開也分也散也又荷衣曰披
丕	滂	幾	陰	平	披	大也
伾	滂	幾	陰	平	披	有力也
豾	滂	幾	陰	平	披	貍子
駓	滂	幾	陰	平	披	桃花馬
被	滂	幾	陰	平	披	被髮
崎	溪	幾	陰	平	崎	崎嶇言險也
碕	溪	幾	陰	平	崎	同上【崎】（崎嶇言險也）
欹	溪	幾	陰	平	崎	傾斜也
觭	溪	幾	陰	平	崎	偏邪
犄	溪	幾	陰	平	崎	牛名
畸	溪	幾	陰	平	崎	畸零又殘田
其	溪	幾	陽	平	其	指人指物之詞
淇	溪	幾	陽	平	其	水名
期	溪	幾	陽	平	其	會也限也望也
棋	溪	幾	陽	平	其	圍棋
棊	溪	幾	陽	平	其	同上【棋】（圍棋）
碁	溪	幾	陽	平	其	同上【棋】（圍棋）
麒	溪	幾	陽	平	其	麒麟仁獸
蜞	溪	幾	陽	平	其	蟛蜞
祺	溪	幾	陽	平	其	吉祥
琪	溪	幾	陽	平	其	玉名
騏	溪	幾	陽	平	其	黑馬
奇	溪	幾	陽	平	其	奇異
騎	溪	幾	陽	平	其	跨也又音驥
琦	溪	幾	陽	平	其	玉名
旗	溪	幾	陽	平	其	旌旗
旂	溪	幾	陽	平	其	交龍爲旂
祈	溪	幾	陽	平	其	求也
祁	溪	幾	陽	平	其	舒遲也又大也又姓
蘄	溪	幾	陽	平	其	蘄艾又求也與祁同
祇	溪	幾	陽	平	其	神祗又音止
軝	溪	幾	陽	平	其	車輚也
頎	溪	幾	陽	平	其	長貌
耆	溪	幾	陽	平	其	耆老
鬐	溪	幾	陽	平	其	馬鬣
岐	溪	幾	陽	平	其	岐山又岐路
伎	溪	幾	陽	平	其	舒遲貌又音技
䳢	溪	幾	陽	平	其	小雁
剞	溪	幾	陽	平	其	剞劂
疧	溪	幾	陽	平	其	疴也又音邸
芪	溪	幾	陽	平	其	藥名
碕	溪	幾	陽	平	其	曲岸頭
時	審	幾	陽	平	時	辰名又時刻
旹	審	幾	陽	平	時	同上【時】（辰名又時刻）
塒	審	幾	陽	平	時	鑿牆以爲雞棲
鰣	審	幾	陽	平	時	魚名
匙	審	幾	陽	平	時	鎖匙荼匙
兒	日	幾	陽	平	兒	兒子
而	日	幾	陽	平	兒	語助詞
洏	日	幾	陽	平	兒	漣洏涕流貌
輀	日	幾	陽	平	兒	喪車也
栭	日	幾	陽	平	兒	屋内柱也
鮞	日	幾	陽	平	兒	魚子
鴯	日	幾	陽	平	兒	燕子
宜	日	幾	陽	平	兒	合也又當也
疑	日	幾	陽	平	兒	狐疑不定也
嶷	日	幾	陽	平	兒	九嶷山名
儀	日	幾	陽	平	兒	法也又禮儀威儀
唲	日	幾	陽	平	兒	強笑語又音哇吐也又小兒言也
離	來	幾	陽	平	離	別也
籬	來	幾	陽	平	離	藩籬
𠌯	來	幾	陽	平	離	侏𠌯夷語也
漓	來	幾	陽	平	離	雨水淋漓也
璃	來	幾	陽	平	離	琉璃
醨	來	幾	陽	平	離	薄酒
謧	來	幾	陽	平	離	謾言欺也
縭	來	幾	陽	平	離	袂也婦人之褘
褵	來	幾	陽	平	離	同上【縭】（袂也婦人之褘）
摛	來	幾	陽	平	離	舒布也
魑	來	幾	陽	平	離	魑魅鬼也
釐	來	幾	陽	平	離	釐正又釐戥
厘	來	幾	陽	平	離	厘毫
嫠	來	幾	陽	平	離	寡婦也
籬	來	幾	陽	平	離	竹籬
离	來	幾	陽	平	離	麗也明也又猛獸也
瓈	來	幾	陽	平	離	玻瓈
貍	來	幾	陽	平	離	狐貍
狸	來	幾	陽	平	離	同上【貍】（狐貍）
罹	來	幾	陽	平	離	遭也
梨	來	幾	陽	平	離	沙梨
鸝	來	幾	陽	平	離	黃鳥
驪	來	幾	陽	平	離	馬之純黑者
纚	來	幾	陽	平	離	詩紼纚維之
彌	明	幾	陽	平	彌	益也滿也又彌縫
𢏏	明	幾	陽	平	彌	同上【彌】（益也滿也又彌縫）
瀰	明	幾	陽	平	彌	大水也又音伱
獼	明	幾	陽	平	彌	獼猴
微	明	幾	陽	平	彌	薄也又非也
薇	明	幾	陽	平	彌	薇蕨菜名
㵟	明	幾	陽	平	彌	小雨
眉	明	幾	陽	平	彌	眼毛
湄	明	幾	陽	平	彌	水邊
郿	明	幾	陽	平	彌	地名
麋	明	幾	陽	平	彌	鹿之大者
媺	明	幾	陽	平	彌	好也
縻	明	幾	陽	平	彌	繫也
醿	明	幾	陽	平	彌	酴醿酒名
楣	明	幾	陽	平	彌	門楣
嵋	明	幾	陽	平	彌	峨嵋山
蘼	明	幾	陽	平	彌	薔蘼花
尼	泥	幾	陽	平	尼	尼姑又尼山
怩	泥	幾	陽	平	尼	忸怩慙色
呢	泥	幾	陽	平	尼	呢喃燕語
皮	滂	幾	陽	平	皮	革也又皮膚
詖	滂	幾	陽	平	皮	言不止也
疲	滂	幾	陽	平	皮	倦也
裨	滂	幾	陽	平	皮	益也又姓
脾	滂	幾	陽	平	皮	脾胃
枇	滂	幾	陽	平	皮	枇杷果名
琵	滂	幾	陽	平	皮	琵琶
毗	滂	幾	陽	平	皮	輔也又厚也
貔	滂	幾	陽	平	皮	貔貅猛獸名
𤠞	滂	幾	陽	平	皮	同上【貔】（貔貅猛獸名）
膍	滂	幾	陽	平	皮	厚也
仳	滂	幾	陽	平	皮	離別也
媲	滂	幾	陽	平	皮	比美曰媲
埤	滂	幾	陽	平	皮	附也
陴	滂	幾	陽	平	皮	城上女牆
𥀷	滂	幾	陽	平	皮	軍中鼓
罷	滂	幾	陽	平	皮	病也倦也
粺	滂	幾	陽	平	皮	精粺
粃	滂	幾	陽	平	皮	同上【粺】（精粺）
遲	穿	幾	陽	平	遲	緩也又迎也又陵遲
墀	穿	幾	陽	平	遲	丹墀
池	穿	幾	陽	平	遲	池沼
馳	穿	幾	陽	平	遲	馳驅又馳騖
訑	穿	幾	陽	平	遲	自足不嗜善言之貌
貤	穿	幾	陽	平	遲	貤贈移與爵賞也
蚳	穿	幾	陽	平	遲	姓
坻	穿	幾	陽	平	遲	水中高地
持	穿	幾	陽	平	遲	執持又扶持
篪	穿	幾	陽	平	遲	塤篪又樂器
踟	穿	幾	陽	平	遲	踟蹰
夷	以	幾	陽	平	夷	平也傷也滅也又夷狄
洟	以	幾	陽	平	夷	鼻涕
姨	以	幾	陽	平	夷	妻之姊妹曰姨
痍	以	幾	陽	平	夷	瘡痍
詒	以	幾	陽	平	夷	贈也遺也
貽	以	幾	陽	平	夷	遺也
怡	以	幾	陽	平	夷	和悅也
飴	以	幾	陽	平	夷	味之甘者
移	以	幾	陽	平	夷	遷也易也轉也
扅	以	幾	陽	平	夷	扊扅門閂也
栘	以	幾	陽	平	夷	唐棣
彜	以	幾	陽	平	夷	常也
匜	以	幾	陽	平	夷	酒杯
頤	以	幾	陽	平	夷	口旁也
蛇	以	幾	陽	平	夷	委蛇自得之貌
沂	以	幾	陽	平	夷	水名
肥	非	幾	陽	平	肥	不瘦也潤也
淝	非	幾	陽	平	肥	地名又水名
腓	非	幾	陽	平	肥	足壯也又䏿也詩小人所腓又病也百舟具腓又庇也牛羊腓字之
紀	見	幾	陰	上	紀	綱紀又記也又十二年爲一紀
己	見	幾	陰	上	紀	我也又私己
杞	見	幾	陰	上	紀	木名又國名
芑	見	幾	陰	上	紀	菜名
圮	見	幾	陰	上	紀	敗也毀也
𣲆	見	幾	陰	上	紀	水決復入爲𣲆
屺	見	幾	陰	上	紀	岵屺
幾	見	幾	陰	上	紀	問多少之詞人物少曰無幾
止	照	幾	陰	上	止	息也定也但也
趾	照	幾	陰	上	止	脚趾
阯	照	幾	陰	上	止	交阯夷國名
址	照	幾	陰	上	止	基址
祉	照	幾	陰	上	止	福祉
沚	照	幾	陰	上	止	沼也
指	照	幾	陰	上	止	手指也又指示也
旨	照	幾	陰	上	止	意也甘也
衹	照	幾	陰	上	止	敬也但也又音其
紙	照	幾	陰	上	止	字紙
帋	照	幾	陰	上	止	帋帛
只	照	幾	陰	上	止	樂只君子
咫	照	幾	陰	上	止	卜尺八寸曰咫
枳	照	幾	陰	上	止	枳棘又枳殼藥名
徵	照	幾	陰	上	止	五音之一
始	穿	幾	陰	上	始	初也原也
恥	穿	幾	陰	上	始	慚愧
耻	穿	幾	陰	上	始	同上【恥】（慚愧）
齒	穿	幾	陰	上	始	牙齒又年齒也
侈	穿	幾	陰	上	始	大也又奢也
豕	穿	幾	陰	上	始	豬也
弛	穿	幾	陰	上	始	放也棄也廢也
施	穿	幾	陰	上	始	遺也
柂	穿	幾	陰	上	始	析薪而循其理
矢	穿	幾	陰	上	始	箭也
斐	非	幾	陰	上	斐	文貌
棐	非	幾	陰	上	斐	篤棐輔也
菲	非	幾	陰	上	斐	薄也又非也
悱	非	幾	陰	上	斐	口欲言而未能也
誹	非	幾	陰	上	斐	誹謗
匪	非	幾	陰	上	斐	非也
篚	非	幾	陰	上	斐	筐篚箱屬圓曰篚
痞	滂	幾	陰	上	痞	腹結痛之病氣隔不通也
否	滂	幾	陰	上	痞	塞也暴之反
鄙	滂	幾	陰	上	痞	陋也又邊鄙都鄙
喜	曉	幾	陰	上	喜	歡喜
豈	曉	幾	陰	上	喜	不然之詞又安有之意
起	曉	幾	陰	上	喜	興起又起發
倚	以	幾	陰	上	倚	托也持也又偏則也
綺	以	幾	陰	上	倚	綺羅
錡	以	幾	陰	上	倚	斧之有足者
椅	以	幾	陰	上	倚	木名又檯椅
埼	以	幾	陰	上	倚	依也
輢	以	幾	陰	上	倚	偏也
几	以	幾	陰	上	倚	几席
扆	以	幾	陰	上	倚	畫斧之屏風
屎	審	幾	陰	上	屎	糞也
彼	幫	幾	陰	上	彼	彼此
比	幫	幾	陰	上	彼	兩事相較曰比
俾	幫	幾	陰	上	彼	使也
妣	幫	幾	陰	上	彼	父曰考母曰妣
畀	幫	幾	陰	上	彼	與也
脾	幫	幾	陰	上	彼	大服曰脾
理	來	幾	陽	上	理	道理又治也
鯉	來	幾	陽	上	理	魚名
俚	來	幾	陽	上	理	言之麤鄙者
𢃇	來	幾	陽	上	理	船之𢂈𢃇
娌	來	幾	陽	上	理	妯娌婦人嬸姆之稱
里	來	幾	陽	上	理	鄰里又路程
李	來	幾	陽	上	理	果名又姓
履	來	幾	陽	上	理	履鞋又踐履
梩	來	幾	陽	上	理	桅梩
裡	來	幾	陽	上	理	表裡
美	明	幾	陽	上	美	華美好也
靡	明	幾	陽	上	美	無也又委靡又靡蔓
亹	明	幾	陽	上	美	強勉也又音門
尾	明	幾	陽	上	美	首尾
企	溪	幾	陽	上	企	立也又舉足望也
𨀣	溪	幾	陽	上	企	同上【企】（立也又舉足望也）
跂	溪	幾	陽	上	企	同上【企】（立也又舉足望也）
耳	日	幾	陽	上	耳	耳目
駬	日	幾	陽	上	耳	騄駬駿馬也
爾	日	幾	陽	上	耳	汝也又語盡辭
尒	日	幾	陽	上	耳	同上【爾】（汝也又語盡辭）
薿	日	幾	陽	上	耳	草茂也
擬	日	幾	陽	上	耳	揣度也
議	日	幾	陽	上	耳	議論謀論
邇	日	幾	陽	上	耳	近也
𨒛	日	幾	陽	上	耳	同上【邇】（近也）
以	以	幾	陽	上	以	用也爲也曰也
苢	以	幾	陽	上	以	芣苢車前草也
苡	以	幾	陽	上	以	薏米藥名
巳	以	幾	陽	上	以	既也又止也又語詞
矣	以	幾	陽	上	以	結語之尾詞也
婢	滂	幾	陽	上	婢	女奴也
被	滂	幾	陽	上	婢	寒天所蓋者
市	審	幾	陽	上	市	墟市又買物曰市
伱	泥	幾	陽	上	伱	汝也
記	見	幾	陰	去	記	志也錄也
旣	見	幾	陰	去	記	已然之詞又盡也
寄	見	幾	陰	去	記	寓也附也
洎	見	幾	陰	去	記	及也又肉汁也
覬	見	幾	陰	去	記	冀覦希幸也
罽	見	幾	陰	去	記	膻罽又魚網
驥	見	幾	陰	去	記	良馬也
懻	見	幾	陰	去	記	伎狠
冀	見	幾	陰	去	記	望也又地名
騎	見	幾	陰	去	記	馬軍曰騎又音其
暨	見	幾	陰	去	記	及也
塈	見	幾	陰	去	記	息也又泥飾屋也
氣	曉	幾	陰	去	氣	血氣節氣又氣候
愾	曉	幾	陰	去	氣	太息也又敵王所愾
餼	曉	幾	陰	去	氣	生食及芻米也又生牲也
戲	曉	幾	陰	去	氣	嬉謔也弄也又兵也
器	曉	幾	陰	去	氣	器皿又器用
棄	曉	幾	陰	去	氣	廢也捐也
憩	曉	幾	陰	去	氣	歇也息也
咥	曉	幾	陰	去	氣	笑也又音姪
志	照	幾	陰	去	志	心之所之也
誌	照	幾	陰	去	志	記也
識	照	幾	陰	去	志	同上【誌】（記也）
緻	照	幾	陰	去	志	精緻
痣	照	幾	陰	去	志	疤痣
至	照	幾	陰	去	志	到也極也
致	照	幾	陰	去	志	使也又到也極也推也
輊	照	幾	陰	去	志	車之覆而前也
郅	照	幾	陰	去	志	世之隆也又極也
智	照	幾	陰	去	志	心之明哲能辨道理也
躓	照	幾	陰	去	志	顛蹶
贄	照	幾	陰	去	志	初相見之禮物或玉帛或禽鳥
質	照	幾	陰	去	志	留人爲當以要信也
摯	照	幾	陰	去	志	至也又握持也又絆其足也
鷙	照	幾	陰	去	志	惡鳥
置	照	幾	陰	去	志	立也又安厝也又棄也
寘	照	幾	陰	去	志	同上【置】（立也又安厝也又棄也）
觶	照	幾	陰	去	志	酒器實曰觴虛曰觶
疐	照	幾	陰	去	志	癡不行也
意	以	幾	陰	去	意	心之所發
薏	以	幾	陰	去	意	薏苡
懿	以	幾	陰	去	意	美也
饐	以	幾	陰	去	意	飯傷熱濕
殪	以	幾	陰	去	意	殺也死也
熾	穿	幾	陰	去	熾	火盛
幟	穿	幾	陰	去	熾	旗幟
啻	穿	幾	陰	去	熾	但也止也
翅	穿	幾	陰	去	熾	鳥翼
懥	穿	幾	陰	去	熾	忿恨怒也
饎	穿	幾	陰	去	熾	酒食
糦	穿	幾	陰	去	熾	黍稷
試	審	幾	陰	去	試	考試驗也
賁	幫	幾	陰	去	賁	臨也又卦名
祕	幫	幾	陰	去	賁	祕傳祕密
苾	幫	幾	陰	去	賁	苾芬香也
泌	幫	幾	陰	去	賁	水名
閟	幫	幾	陰	去	賁	幽也
庇	幫	幾	陰	去	賁	庇佑
毖	幫	幾	陰	去	賁	治也勞也
毗	幫	幾	陰	去	賁	輔也
怭	幫	幾	陰	去	賁	媟慢
臂	幫	幾	陰	去	賁	手臂
駜	幫	幾	陰	去	賁	馬肥而飽曰駜
痺	幫	幾	陰	去	賁	痿痺脚冷濕病氣不生也
譬	滂	幾	陰	去	譬	喻也以他事比此事也
辟	滂	幾	陰	去	譬	同上【譬】（喻也以他事比此事也）
技	見	幾	陽	去	技	藝也才能也
伎	見	幾	陽	去	技	伎倆又音其
忮	見	幾	陽	去	技	忮害也
妓	見	幾	陽	去	技	妓娟
忌	見	幾	陽	去	技	畏忌又妬忌
惎	見	幾	陽	去	技	毒也
二	日	幾	陽	去	二	一之對也
貳	日	幾	陽	去	二	同上【二】（一之對也）
樲	日	幾	陽	去	二	樲棘小棗也
義	日	幾	陽	去	二	禮義仁義又宜也
誼	日	幾	陽	去	二	恩誼
是	審	幾	陽	去	是	然也係也
諟	審	幾	陽	去	是	理也審也又正也
氏	審	幾	陽	去	是	姓氏
嗜	審	幾	陽	去	是	欲也甘也好也食也
示	審	幾	陽	去	是	告也教也曉諭也
眎	審	幾	陽	去	是	視也
視	審	幾	陽	去	是	睹也
侍	審	幾	陽	去	是	近也從也承也
蒔	審	幾	陽	去	是	蒔禾
諡	審	幾	陽	去	是	人死追號曰諡
豉	審	幾	陽	去	是	豆豉覽豉
恃	審	幾	陽	去	是	猗賴也
峙	審	幾	陽	去	是	山屹立也
弑	審	幾	陽	去	是	以下殺上曰弑
治	照	幾	陽	去	治	理也平也
雉	照	幾	陽	去	治	野雉
稚	照	幾	陽	去	治	幼小之稱
稺	照	幾	陽	去	治	同上【稚】（幼小之稱）
彘	照	幾	陽	去	治	豬母也
痔	照	幾	陽	去	治	痔瘡
利	來	幾	陽	去	利	利益又宜也順也
痢	來	幾	陽	去	利	肚病也
蜊	來	幾	陽	去	利	蛤蜊
